# Time (s),Drag coefficient (​),Friction drag coefficient (​),Pressure drag coefficient (​),Base drag coefficient (​),Axial drag coefficient (​),Normal force coefficient (​),Pitch moment coefficient (​),Yaw moment coefficient (​),Side force coefficient (​),Roll moment coefficient (​),Roll forcing coefficient (​),Roll damping coefficient (​),Pitch damping coefficient (​),Mach number (​)
699.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
699.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
700.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
700.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
701.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
701.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
702.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
702.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
703.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
703.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
704.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
704.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
705.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
705.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
706.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
706.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
707.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
707.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
708.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
708.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
709.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
709.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
710.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
710.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
711.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
711.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
712.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.05
712.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
713.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
713.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
714.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
714.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
715.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
715.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
716.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
716.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
717.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
717.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
718.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
718.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
719.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
719.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
720.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
720.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
721.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
721.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
722.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
722.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
723.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
723.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
724.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
724.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
725.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
725.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
726.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
726.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
727.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
727.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
728.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
728.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
729.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
729.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
730.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.049
730.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
731.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
731.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
732.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
732.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
733.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
733.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
734.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
734.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
735.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
735.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
736.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
736.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
737.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
737.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
738.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
738.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
739.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
739.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
740.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
740.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
741.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
741.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
742.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
742.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
743.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
743.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
744.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
744.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
745.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
745.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
746.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
746.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
747.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
747.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
748.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.048
748.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
749.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
749.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
750.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
750.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
751.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
751.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
752.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
752.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
753.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
753.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
754.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
754.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
755.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
755.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
756.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
756.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
757.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
757.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
758.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
758.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
759.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
759.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
760.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
760.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
761.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
761.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
762.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
762.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
763.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
763.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
764.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
764.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
765.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
765.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
766.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
766.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
767.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
767.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
768.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.047
768.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
769.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
769.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
770.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
770.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
771.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
771.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
772.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
772.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
773.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
773.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
774.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
774.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
775.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
775.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
776.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
776.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
777.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
777.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
778.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
778.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
779.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
779.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
780.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
780.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
781.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
781.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
782.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
782.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
783.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
783.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
784.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
784.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
785.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
785.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
786.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
786.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
787.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
787.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
788.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.046
788.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
789.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
789.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
790.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
790.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
791.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
791.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
792.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
792.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
793.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
793.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
794.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
794.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
795.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
795.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
796.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
796.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
797.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
797.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
798.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
798.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
799.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
799.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
800.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
800.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
801.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
801.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
802.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
802.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
803.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
803.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
804.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
804.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
805.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
805.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
806.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
806.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
807.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
807.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
808.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
808.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
809.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
809.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
810.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.045
810.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
811.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
811.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
812.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
812.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
813.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
813.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
814.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
814.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
815.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
815.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
816.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
816.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
817.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
817.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
818.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
818.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
819.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
819.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
820.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
820.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
821.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
821.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
822.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
822.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
823.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
823.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
824.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
824.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
825.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
825.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
826.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
826.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
827.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
827.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
828.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
828.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
829.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
829.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
830.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
830.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
831.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
831.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
832.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
832.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
833.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.044
833.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
834.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
834.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
835.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
835.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
836.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
836.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
837.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
837.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
838.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
838.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
839.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
839.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
840.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
840.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
841.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
841.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
842.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
842.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
843.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
843.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
844.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
844.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
845.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
845.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
846.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
846.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
847.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
847.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
848.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
848.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
849.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
849.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
850.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
850.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
851.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
851.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
852.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
852.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
853.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
853.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
854.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
854.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
855.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
855.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
856.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
856.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
857.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.043
857.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
858.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
858.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
859.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
859.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
860.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
860.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
861.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
861.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
862.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
862.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
863.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
863.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
864.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
864.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
865.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
865.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
866.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
866.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
867.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
867.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
868.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
868.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
869.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
869.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
870.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
870.827,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
871.327,440.722,0,440.722,0,440.722,0,0,0,0,0,0,0,0,0.042
